id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0011687;2025-09-01;2025-09-08;;Tecnología;Estudiante;En préstamo;En línea;9821465840449;0;E. Quesada;Occidente;;;Redes y Telecomunicaciones Vol. 2;LB00059;BIB0009;0.0;USR001478;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0011689;2025-10-12;2025-10-19;;Ingeniería;Estudiante;En préstamo;En línea;6416052975161;3;E. Quesada;Ingenierías;Paola Rojas Vargas;Renovado una vez;Minería de Datos Vol. 4;LB00088;BIB0037;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0011690;2024-09-15;2024-10-06;;Economía;Estudiante;En préstamo;App móvil;1866179454918;3;M. Ross;Ingenierías;Andrea Cordero Gómez;Revisión pendiente;Redes y Telecomunicaciones Vol. 1;LB00489;BIB0035;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0011691;2026-02-14;2026-02-28;;Literatura;Estudiante;Atrasado;Mostrador;0478686337524;1;;Salud;Laura Valverde Rojas;Préstamo interbibliotecario;Gobernanza de Datos Vol. 2;LB00144;BIB0023;3750.0;USR000965;1;autor vacío;autor;AUTOR
PRE0011693;2023-02-15;2023-02-13;2023-03-16;Ciencias;Externo;Devuelto;Mostrador;2711332288985;0;D. Fernández;Central;Luis Mora Herrera;Entrega con atraso;;LB00655;BIB0001;2000.0;USR003951;1;titulo_libro vacío;titulo_libro;TITULO
PRE0011703;2025-04-21;;;Literatura;Estudiante;En préstamo;En línea;5524728633302;1;A. Pérez;Central;Laura Torres Blanco;Usuario reporta portada dañada;Visualización de Datos Vol. 2;LB00646;BIB0003;0.0;USR000936;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0011720;2025-03-22;2025-04-05;;Ingeniería;Estudiante;Perdido;Mostrador;4743671369594;0;J. Ramírez;Humanidades;Diego Salazar Murillo;;Modelado Dimensional Vol. 3;LB00066;;15000.0;USR002062;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0011731;2024-08-20;2024-09-03;;Sociología;Estudiante;Perdido;Mostrador;NULL;1;C. Inmon;Salud;Sebastián Castro Valverde;Usuario reporta portada dañada;Diseño de Experimentos Vol. 3;LB00653;BIB0009;5000.0;USR004709;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0011732;2024-05-03;2024-05-10;2024-05-20;Educación;Funcionario;Devuelto;Mostrador;3042897317912;0;L. Rodríguez;Pacífico;Rocío Sánchez Salazar;Préstamo interbibliotecario;Análisis Multivariado Vol. 3;LB00545;BIB0005;2500.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0011769;2023-08-14;2023-08-28;2023-08-25;Medicina;Estudiante;Devuelto;En línea;1091043006848;3;S. Gómez;Occidente;Roberto Sánchez Valverde;revisar datos;Ciencia de Datos Aplicada Vol. 3;LB00193;;0.0;USR000081;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0011778;2025-01-06;;2025-01-24;Medicina;Estudiante;Devuelto;Autoservicio;2795687833918;0;L. Rodríguez;Ingenierías;Daniela Herrera Valverde;Usuario reporta portada dañada;diseño de experimentos vol. 2;LB00139;BIB0030;1000.0;USR003575;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0011780;2024-12-13;2025-01-10;;Arte;Estudiante;Atrasado;App móvil;8114921643347;1;R. Kimball;Central;Andrea Araya Castro;Revisión pendiente;Redes y Telecomunicaciones Vol. 1;LB00315;;107250.0;USR004655;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0011799;2025-10-03;2025-10-24;2025-10-01;Literatura;Estudiante;Devuelto;Mostrador;NULL;1;J. Ramírez;Central;José Rojas Aguilar;;Introducción a la Estadística Vol. 4;LB00443;BIB0022;0.0;USR000941;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0011805;2023-12-03;2023-12-10;2023-12-06;Tecnología;Estudiante;Devuelto;En línea;4481230834024;3;D. Fernández;Atlántico;Julio Araya Murillo;Préstamo interbibliotecario;;LB00632;BIB0005;0.0;USR003644;1;titulo_libro vacío;titulo_libro;TITULO
PRE0011814;2024-04-27;;;Derecho;Estudiante;En préstamo;En línea;9904902787429;3;J. Caserta;Pacífico;Natalia Chaves Solano;Entrega con atraso;Introducción a la Estadística Vol. 1;LB00054;BIB0022;0.0;USR003062;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0011819;2025-09-14;2025-09-28;2025-09-24;Tecnología;Funcionario;Devuelto;Mostrador;5240824008427;1;NULL;Ingenierías;Sofía Salazar Sánchez;Préstamo interbibliotecario;;LB00047;BIB0014;0.0;USR003619;1;titulo_libro vacío;titulo_libro;TITULO
PRE0011857;2023-10-17;2023-10-31;2023-10-31;Educación;Estudiante;;Mostrador;3293183933529;0;M. Ross;Atlántico;Sofía Alvarado Castro;;Derecho de la Información Vol. 1;LB00074;BIB0040;0.0;USR004666;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0011859;2025-11-07;2025-11-14;;Tecnología;Estudiante;Perdido;App móvil;0021563213580;1;R. Kimball;Atlántico;Kevin Campos Araya;Revisión pendiente;;LB00689;BIB0005;15000.0;USR003363;1;titulo_libro vacío;titulo_libro;TITULO
PRE0011862;2024-05-30;;;Medicina;Estudiante;En préstamo;App móvil;7866032420448;0;NULL;Ingenierías;Julio Salazar Jiménez;;Introducción a la Estadística Vol. 2;LB00464;BIB0032;0.0;USR003581;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0011864;2024-10-13;2024-10-27;2024-10-30;Tecnología;Estudiante;Devuelto;Autoservicio;0021563213580;2;R. Kimball;Central;Manuel Cordero Valverde;Revisión pendiente;Modelado Dimensional Vol. 1;LB00689;BIB0003;750.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0011870;2025-10-26;2025-11-16;;Economía;Estudiante;En préstamo;App móvil;;0;C. Vargas;Central;Lucía Quesada Gómez;;Minería de Datos Vol. 2;LB00396;BIB0036;0.0;USR004333;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0011882;2023-07-11;2023-07-18;2023-07-18;Tecnología;Estudiante;En préstamo;En línea;1735058319971;0;;Central;Julio Torres Chaves;Entrega con atraso;Administración de Proyectos Vol. 3;LB00533;BIB0035;0.0;USR002458;1;autor vacío;autor;AUTOR
PRE0011906;2024-07-10;2024-07-24;2024-07-26;Medicina;Estudiante;Devuelto;;3830284395995;0;E. Quesada;Ingenierías;Miguel Vega Mora;Entrega con atraso;Metodología de la Investigación Vol. 1;LB00146;BIB0016;500.0;USR000177;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0011992;2027-01-15;2025-07-11;;Ingeniería;Estudiante;En préstamo;Mostrador;8993588916375;0;R. Kimball;Atlántico;Sofía Chaves Vargas;;Arquitectura de Datos Vol. 3;LB00254;BIB0029;0.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0011998;2025-06-16;2025-06-23;;Literatura;Estudiante;Atrasado;;5524728633302;2;A. Pérez;Pacífico;Carlos Jiménez Aguilar;Préstamo interbibliotecario;Visualización de Datos Vol. 2;LB00646;BIB0027;66250.0;USR001396;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0012004;2025-06-26;2025-07-10;;Arte;Estudiante;En préstamo;Autoservicio;2916032484137;0;L. Mora;Humanidades;Luis Mora Castro;Renovado una vez;Metodología de la Investigación Vol. 4;LB00560;;0.0;USR000416;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012025;2025-05-20;2025-05-27;2025-05-23;Economía;Estudiante;Devuelto;Mostrador;;0;A. Solís;Central;Kevin Torres Sánchez;Usuario reporta portada dañada;Sistemas de Información Vol. 3;LB00152;BIB0006;0.0;USR004615;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0012041;;2025-12-04;2025-12-07;Derecho;Estudiante;Devuelto;En línea;0722903494466;2;R. Kimball;Central;N/A;;Derecho de la Información Vol. 4;LB00235;BIB0011;750.0;USR002942;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012045;2025-02-06;2025-02-20;2025-02-27;Matemática;Estudiante;Devuelto;Mostrador;000X;0;J. Caserta;Occidente;David Rodríguez Chaves;;Ética y Tecnología Vol. 1;LB00604;BIB0006;1750.0;USR004083;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012054;2023-07-19;2023-08-02;;Arte;Estudiante;En préstamo;En línea;9495888794705;0;S. Gómez;Humanidades;Daniela Chaves Alvarado;;;LB00126;BIB0038;0.0;USR004171;1;titulo_libro vacío;titulo_libro;TITULO
PRE0012056;2024-03-31;2024-04-14;2024-04-10;Educación;Externo;Devuelto;Autoservicio;NULL;0;M. Sánchez;Occidente;Valeria Valverde Navarro;;Administración de Proyectos Vol. 2;LB00537;BIB0029;0.0;USR003512;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012058;2025-11-05;2025-11-12;;Educación;Estudiante;Atrasado;App móvil;9781ABC;1;M. Sánchez;Atlántico;Elena Murillo Gómez;Renovado una vez;Arquitectura de Datos Vol. 1;LB00026;BIB0030;30750.0;USR003355;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012092;2024-10-25;2024-11-15;;Tecnología;Estudiante;En préstamo;Mostrador;9878015739930;2;D. Fernández;Humanidades;Carlos Jiménez Araya;Usuario reporta portada dañada;Minería de Datos Vol. 3;LB00270;;0.0;USR000701;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012109;2025-10-31;2025-11-21;2025-11-17;Ciencias;Estudiante;Devuelto;App móvil;2601645977945;1;;Ciencias Sociales;Miguel Campos Campos;Revisión pendiente;Introducción a la Estadística Vol. 1;LB00490;BIB0031;0.0;USR000704;1;autor vacío;autor;AUTOR
PRE0012137;2025-06-12;2025-07-03;2025-07-03;Educación;Docente;Devuelto;Mostrador;NULL;1;R. Kimball;Ingenierías;Javier Rojas Alvarado;;Economía Digital Vol. 4;LB00458;BIB0009;0.0;USR002220;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012140;2024-02-08;2024-02-15;;Economía;Investigador;En préstamo;App móvil;0571983863840;3;;Ingenierías;José Vega Vargas;;Gestión de Bases de Datos Vol. 3;LB00265;BIB0018;0.0;USR000972;1;autor vacío;autor;AUTOR
PRE0012154;2024-01-09;2024-01-30;;Tecnología;Estudiante;En préstamo;Mostrador;1363631797062;0;C. Vargas;Salud;;Usuario reporta portada dañada;Diseño de Experimentos Vol. 1;LB00414;BIB0019;0.0;USR003904;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012193;2023-07-13;2023-08-03;2023-08-08;Tecnología;Estudiante;Devuelto;En línea;7504793036149;3;J. Caserta;Humanidades;;Revisión pendiente;Teoría de la Información Vol. 3;LB00528;BIB0037;1250.0;USR002830;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012211;2023-12-23;2023-12-30;2023-12-27;Ciencias;Investigador;Devuelto;App móvil;7703843098839;0;M. Ross;Atlántico;Carlos Herrera Solano;;Teoría de la Información Vol. 3;LB00298;BIB0038;0.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0012221;2026-02-25;2026-03-25;;Ciencias;Estudiante;Atrasado;App móvil;4140602933334;0;A. Solís;Ciencias Sociales;Miguel Ramírez Ramírez;Revisión pendiente;Administración de Proyectos Vol. 3;LB00234;;0.0;USR001846;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012251;2025-07-16;2025-08-06;;Medicina;Estudiante;Atrasado;Mostrador;NULL;0;M. Sánchez;Ciencias Sociales;Javier Quesada Sánchez;Préstamo interbibliotecario;Gestión de Bases de Datos Vol. 4;LB00455;BIB0010;55250.0;USR001251;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012253;2024-06-19;2024-07-17;;Medicina;Investigador;Perdido;En línea;9781ABC;0;A. Pérez;Salud;Sofía Sánchez Campos;;Investigación de Operaciones Vol. 1;LB00103;BIB0021;7500.0;USR003356;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012270;2025-09-11;2025-10-02;;Matemática;Estudiante;Atrasado;En línea;000X;3;C. Vargas;Salud;Julio Gómez Torres;;Investigación de Operaciones Vol. 2;LB00656;BIB0013;41000.0;USR000903;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012295;2023-10-30;2023-11-20;2023-12-02;Ciencias;Funcionario;Devuelto;Autoservicio;5799136621038;0;M. Sánchez;Central;Alonso Cordero Blanco;Entrega con atraso;Fundamentos de Bibliotecología Vol. 2;LB00290;BIB0029;3000.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0012300;;2025-08-26;;Historia;Estudiante;Perdido;Autoservicio;9156716493289;1;E. Quesada;Atlántico;Kevin Mora Blanco;;Teoría de la Información Vol. 4;LB00588;BIB0029;5000.0;USR003688;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012319;;2024-02-06;;Arte;Externo;Atrasado;Mostrador;8893734670656;3;E. Quesada;Atlántico;Alonso Mora Salazar;Revisión pendiente;Modelado Dimensional Vol. 3;LB00036;BIB0035;192000.0;USR000884;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012333;2025-03-17;2025-04-14;2025-04-20;Historia;Estudiante;Devuelto;App móvil;2678886101581;0;L. Rodríguez;Salud;;Usuario reporta portada dañada;Arquitectura de Datos Vol. 1;LB00163;BIB0005;1500.0;USR000240;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012335;2026-02-18;2026-03-18;2026-03-24;Historia;Estudiante;Devuelto;Mostrador;12345;99;M. Ross;Central;Daniela Torres Navarro;Usuario reporta portada dañada;Derecho de la Información Vol. 2;LB00133;BIB0031;1500.0;USR001290;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012338;2025-12-09;2025-12-16;;Economía;Estudiante;Perdido;Mostrador;9002877217535;2;L. Rodríguez;Salud;;;Ética y Tecnología Vol. 4;LB00255;BIB0001;15000.0;USR004609;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012354;2024-09-06;2024-09-27;;Arte;Estudiante;Atrasado;Mostrador;9781ABC;1;S. Atre;Central;David Quesada Torres;Renovado una vez;Arquitectura de Datos Vol. 3;LB00475;BIB0003;133500.0;USR004588;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012364;2027-01-15;2023-12-06;;Sociología;Docente;En préstamo;App móvil;;0;E. Quesada;Salud;Julio Castro Alvarado;Entrega con atraso;Teoría de la Información Vol. 3;LB00518;BIB0037;0.0;USR001464;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0012378;2023-06-30;2023-07-28;2023-07-23;Tecnología;Investigador;Devuelto;En línea;8168460223569;3;S. Atre;Central;;;Teoría de la Información Vol. 1;LB00241;BIB0020;0.0;USR003788;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012382;2023-10-28;2023-11-18;;Literatura;Docente;En préstamo;Mostrador;7522459334419;2;A. Pérez;Pacífico;Mariana Chaves Rojas;Usuario reporta portada dañada;Algoritmos y Estructuras Vol. 2;LB00337;BIB0032;0.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0012400;2024-01-06;2024-01-20;2024-02-01;Arte;Estudiante;Devuelto;Mostrador;12345;3;C. Vargas;Salud;Paola Alvarado Aguilar;;Ciencia de Datos Aplicada Vol. 3;LB00027;BIB0035;3000.0;USR001734;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012421;2024-11-14;2024-11-28;;Economía;Estudiante;Atrasado;Autoservicio;8424745171236;1;A. Solís;Ingenierías;;Renovado una vez;Análisis Multivariado Vol. 2;LB00069;BIB0019;118000.0;USR001274;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0012431;2023-01-09;2023-02-06;2023-02-11;Derecho;Estudiante;Devuelto;Mostrador;5228851587996;1;D. Fernández;Ingenierías;Julio Vega Torres;Préstamo interbibliotecario;Análisis Multivariado Vol. 2;LB00263;;1250.0;USR001868;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012443;2025-01-25;2025-02-01;2025-02-10;Historia;Docente;Devuelto;Mostrador;000X;1;L. Rodríguez;Humanidades;Gabriela Navarro Chaves;;Arquitectura de Datos Vol. 1;LB00163;BIB0022;2250.0;USR004427;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012467;;2024-01-07;2024-01-07;Ingeniería;Estudiante;En préstamo;Autoservicio;9946579678427;0;M. Sánchez;Pacífico;Sofía Rojas Mora;;Metodología de la Investigación Vol. 4;LB00450;BIB0025;0.0;USR000686;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012493;2026-01-05;;2026-02-01;Matemática;Estudiante;Devuelto;App móvil;2241246209520;0;S. Gómez;Central;Natalia Chaves Ramírez;Renovado una vez;Aprendizaje Automático Vol. 1;LB00519;BIB0020;1500.0;USR000045;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0012498;;2024-08-13;;Medicina;Funcionario;Atrasado;En línea;0076617711592;1;D. Fernández;Ciencias Sociales;Elena Blanco Chaves;Entrega con atraso;Teoría de la Información Vol. 1;LB00077;BIB0012;144750.0;USR004269;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012508;2023-06-08;2023-07-06;2023-07-14;Literatura;Estudiante;Devuelto;App móvil;000X;0;J. Caserta;Atlántico;Gabriela Aguilar Torres;Renovado una vez;Gobernanza de Datos Vol. 4;LB00473;BIB0025;2000.0;USR000156;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012524;2025-03-12;2025-04-09;;Arte;Estudiante;Atrasado;Mostrador;12345;0;J. Caserta;Atlántico;Paola Calvo Ramírez;;Sistemas de Información Vol. 4;LB00394;BIB0013;85000.0;USR001257;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012526;2024-01-07;;2024-01-11;Ingeniería;Estudiante;Devuelto;En línea;0768104091570;0;P. Ponniah;Atlántico;Andrés Quesada Calvo;Revisión pendiente;Algoritmos y Estructuras Vol. 2;LB00372;BIB0004;0.0;USR003341;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0012580;2025-01-12;2025-02-09;2025-02-16;Sociología;Estudiante;Devuelto;App móvil;NULL;0;E. Quesada;Ingenierías;Valeria Navarro Sánchez;Usuario reporta portada dañada;Historia de Costa Rica Vol. 4;LB00008;BIB0018;;USR002004;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012588;2023-08-10;2023-08-24;2023-09-04;Tecnología;Estudiante;Devuelto;Mostrador;1814396661347;3;;Humanidades;Natalia Blanco Campos;Entrega con atraso;Gestión de Bases de Datos Vol. 1;LB00698;BIB0023;2750.0;USR002640;1;autor vacío;autor;AUTOR
PRE0012595;2024-02-14;2024-03-06;2024-03-17;Historia;Estudiante;Devuelto;En línea;6089899217223;1;D. Fernández;Ingenierías;Valeria Calvo Herrera;Renovado una vez;Diseño de Experimentos Vol. 4;LB00226;BIB0030;2750.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0012598;2024-06-29;2024-07-20;2024-07-15;Arte;Estudiante;Devuelto;App móvil;5472269848583;3;M. Sánchez;Ciencias Sociales;Paula Alvarado Gómez;;Ciencia de Datos Aplicada Vol. 2;LB00262;;0.0;USR002555;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012629;2023-07-29;2023-08-19;2023-08-23;Arte;Estudiante;Devuelto;Mostrador;000X;0;M. Ross;Sin sede;Roberto Murillo Rodríguez;Usuario reporta portada dañada;Visualización de Datos Vol. 3;LB00186;BIB0009;1000.0;USR004001;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012632;2026-03-02;2026-03-16;;Derecho;Externo;En préstamo;App móvil;9781ABC;0;M. Ross;Humanidades;Natalia Sánchez Alvarado;;Sistemas de Información Vol. 1;LB00097;BIB0024;0.0;USR001498;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012637;2024-01-29;2024-02-19;2024-01-25;Ingeniería;Funcionario;Devuelto;App móvil;;0;S. Atre;Pacífico;Mariana Rodríguez Valverde;Renovado una vez;Minería de Datos Vol. 2;LB00108;BIB0023;0.0;USR004734;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0012668;2025-07-16;2025-08-13;2025-08-09;Arte;Estudiante;Devuelto;Mostrador;6746762120216;2;A. Pérez;Ciencias Sociales;David Mora Alvarado;Revisión pendiente;;LB00252;BIB0031;0.0;USR000825;1;titulo_libro vacío;titulo_libro;TITULO
PRE0012676;2023-03-01;2023-03-29;2023-04-07;Derecho;Investigador;Devuelto;App móvil;NULL;0;M. Ross;Salud;Miguel Rodríguez Alvarado;Entrega con atraso;Fundamentos de Bibliotecología Vol. 3;LB00633;BIB0033;2250.0;USR000791;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0012685;2023-06-03;2023-06-10;;Medicina;Estudiante;En préstamo;Mostrador;6184787005050;;J. Caserta;Occidente;Kevin Aguilar Murillo;Revisión pendiente;Análisis Multivariado Vol. 1;LB00404;BIB0036;0.0;USR003159;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0012695;2024-09-16;2024-10-07;2024-10-19;Derecho;Estudiante;Devuelto;Autoservicio;6796927868765;2;L. Rodríguez;Atlántico;Andrea Valverde Sánchez;;Fundamentos de Bibliotecología Vol. 1;LB00386;;3000.0;USR002869;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0012742;;2025-02-27;2025-03-03;Economía;Estudiante;Devuelto;En línea;0598262045053;2;L. Rodríguez;Atlántico;Mariana Rojas Jiménez;Usuario reporta portada dañada;Aprendizaje Automático Vol. 1;LB00023;BIB0036;1000.0;USR004331;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0012773;2025-10-18;2025-11-01;2025-11-10;Economía;Funcionario;Devuelto;App móvil;1861515542340;2;A. Pérez;Salud;Andrea Sánchez Chaves;;Historia de Costa Rica Vol. 3;LB00608;BIB0002;2250.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
